,Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date,mural,sculpture,community,outdoor,public,communities,park,is_public_art
129,Ohio Arts Foundation,,Multidisciplinary*,Leadership,00-7000-3104,Columbus,OH,43215-5134,"To support research, an internet broadcast, publications, and related costs for the arts and public policy symposium, Going Global: Negotiating the Maze of Cultural Interactions. This symposium will focus on issues surrounding globalization of arts and culture and will be held May 4 - 6, 2000, in Columbus, Ohio.",2000,15,15000,2000-03-01,2001-06-30,0.0,0.0,0.0,0.0,0.11634828552307182,0.0,0.0,1
130,Ohio Department of Education,,Arts Education,Learning in the Arts for Children & Youth,05-5100-8138,Columbus,OH,43215-4183,"To support the Institute for Arts Partners. The project will involve teams of practitioners and school administrators who will focus on academic content standards and curriculum development and assessment, as well as the development of effective partnerships with community leaders and artists.",2005,15,50000,2005-07-01,2007-06-30,0.0,0.0,0.13810453592091856,0.0,0.0,0.0,0.0,1
131,Ohio State University,,Research,Research Grants in the Arts,1891814-38-22,COLUMBUS,OH,43210-1016,"Purpose: To support a longitudinal qualitative study exploring both the struggles and creative resilience of working artists throughout the COVID-19 pandemic. Additional Project Description: Researchers will conduct follow-up interviews with artists from a wide range of artistic fields who were initially interviewed in the first year of the COVID-19 pandemic, as well as conduct new interviews with additional artists. In these interviews, researchers will oversample artists of color and artists at risk of ending their artistic careers because of situational or structural impediments, such as economic or labor market concerns or caregiving responsibilities. The researchers will systematically analyze the interview data, publish and disseminate the findings, and host a national symposium on the impact of COVID-19 on artists. Intended Beneficiaries: The project has the potential to benefit arts administrators and funders by improving their understanding of artist labor market challenges and opportunities. Intended Outcome: Evidence of the value and impact of the arts is expanded and promoted.",2022,3,30000,2022-01-01,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
132,Ohio State University,,Research,Art Works: Research,15-3800-7008,COLUMBUS,OH,43210-1016,"To support a meta-analysis on the effects of drama-based pedagogies on literacy-related student outcomes. The study focuses on empirical research literature published from 1985 through the present. Literacy-related outcome areas of interest include achievement (writing and reading), and psychological, social, and behavioral student outcomes in educational settings. The meta-analysis will include published and non-published, and experimental and quasi-experimental, studies involving school-aged children, adolescents, and college students.",2015,3,14918,2015-05-01,2016-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
133,Ohio State University Research Foundation,,Design,Creativity / Presentation,04-4200-5005,COLUMBUS,OH,43210-1016,To support a symposium and workshop on the use of contemporary digital technologies by women architects and artists. The architects will present their work to a professional and lay audience with special outreach to local high school students.,2004,3,19745,2004-01-01,2007-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
134,Ohio State University Research Foundation,,Federal Partnerships,Save America's Treasures,03-7700-3012,COLUMBUS,OH,43210-1016,"To support the stabilization and treatment of the James Thurber Collection, Conservation will include de-acidifying, microfilming, re-housing, and copying the collection. The manuscripts, published works, letters, and other materials are threatened by the acidic nature of the papers used by Thurber, a notable 20th-century humorist.",2003,3,48609,2003-01-01,2004-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
135,OhioDance,,Dance,Grants for Arts Projects,1904887-33-23,COLUMBUS,OH,43215-6108,"Purpose: To support the OhioDance Virtual Dance Collection®, an interactive website that documents and preserves the achievements of persons and institutions who have shaped the dance history of Ohio. Additional Project Description: The Virtual Dance Collection® team will travel throughout Ohio to conduct interviews, present school residencies, offer film screenings, and display a traveling exhibit. In addition, the team will capture video, still images, and new oral histories to add to the online archive. Intended Beneficiaries: The project will serve the general public, as well as current and future generations of artists, choreographers, students, scholars, and educators. Intended Outcome: Beneficiaries access arts activities and programming.",2023,3,10000,2023-01-01,2023-12-31,0.0,0.0,0.0,0.0,0.07801556325210038,0.0,0.0,1
136,OhioDance,,Dance,Grants for Arts Projects,1887766-33-22,COLUMBUS,OH,43215-6108,"Purpose: To support the documentation, preservation, and expansion of the OhioDance Virtual Dance Collection®, an archival project of Ohio's dance history for the public domain. Additional Project Description: The Virtual Dance Collection team will travel throughout Ohio to conduct interviews and school residencies, and to capture video, still images, and oral histories. The company seeks to provide a resource for those who have little or no knowledge of dance as well as for those who are deeply engaged in the art form. Intended Beneficiaries: This project serves current and future generations of artists, ensembles, choreographers, students, educators, scholars and the public. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,3,10000,2022-01-01,2022-12-31,0.0,0.0,0.0,0.0,0.15792420253053388,0.0,0.0,1
137,OhioDance,,Dance,Grants for Arts Projects,1864216-33-21,COLUMBUS,OH,43215-6108,"To support the continued expansion and development of the OhioDance Virtual Dance Collection. This interactive website documents, preserves, and historicizes the achievements of persons and institutions who have shaped the diversity of dance history and practice within the state of Ohio. The collection is a dance literacy resource for those who have little or no knowledge of dance in the state, as well as for those who are deeply engaged in the art form. This project serves current and future generations of artists, ensembles, choreographers, students, educators, scholars, and the public.",2021,3,10000,2021-01-01,2021-12-31,0.0,0.0,0.0,0.0,0.088796848159148,0.0,0.0,1
138,OhioDance,,Dance,Art Works,1856990-33-20,COLUMBUS,OH,43215-6108,"To support the continued expansion and development of the OhioDance Virtual Dance Collection, an archive of Ohio's dance history for the public domain. The Virtual Dance Collection will continue to reflect the cultural attitudes about the social and political climate of the times, including women’s voting rights, the women’s movement, civil rights, disability rights, and how this influenced artistic expression. This project honors the Women's Suffrage Centennial.",2020,3,15000,2020-01-01,2020-12-31,0.0,0.0,0.0,0.0,0.07969277558500135,0.0,0.0,1
139,OhioDance,,Dance,Art Works,1846935-33-19,COLUMBUS,OH,43215-6108,"To support the virtual archiving and accessibility of Ohio's dance history. The collection will be expanded with additional interviews, and the development of workshops and materials to build dance literacy that will be shared with schools throughout Ohio. Work will continue on a documentary film in support of the archive. The project will honor historic contributions to dance in Ohio and create visibility for Ohio artists, while engaging the general public, and current and future dance audiences, with an understanding of the importance of dance literacy.",2019,3,10000,2019-01-01,2019-12-31,0.0,0.0,0.0,0.0,0.08971261149153588,0.0,0.0,1
140,OhioDance,,Dance,Art Works,1829336-33-18,COLUMBUS,OH,43215-6108,"To support the creation of a documentary film based on the OhioDance Virtual Dance Collection and the expansion of the online archive. The project will include the creation of a documentary film, the expansion of the collection with additional interviews, and the development of workshops and materials to build dance literacy that will be shared with schools throughout Ohio. The project will honor historic contributions to dance in Ohio and create visibility for Ohio artists, while engaging the general public and current and future dance audiences with an understanding of the importance of dance literacy.",2018,3,10000,2018-01-01,2018-12-31,0.0,0.0,0.0,0.0,0.08395629494536279,0.0,0.0,1
141,OhioDance,,Dance,Art Works,16-3300-7099,COLUMBUS,OH,43215-6108,"To support the Virtual Dance Collection Project of Ohio. An interactive website will be created to capture the most significant dance moments in Ohio during the last 50 years, and to make that information accessible to the public. OhioDance will select dance moments, create content, design the website, and unveil the project to the community with performances by some of the collection's dance artists.",2016,3,10000,2016-06-01,2017-12-31,0.0,0.0,0.10108158897688001,0.0,0.09746861269564888,0.0,0.0,1
142,Opera Association of Central Ohio,aka Opera Columbus,Opera,Grants for Arts Projects,1904971-36-23,COLUMBUS,OH,43215-2613,"Purpose: To support the professional world premiere of Alice Tierney by composer Melissa Dunphy and librettist Jacqueline Goldfinger by Opera Columbus. Additional Project Description: The opera uses the Rashomon effect in its storytelling, in which multiple people tell the same story in different ways, to explore the perspectives of four archeologists who uncover clues surrounding the mysterious death of a woman in 1880. A collaboration with Oberlin Conservatory of Music, the production will be initially workshopped and performed at the school prior to the professional premiere performance by Opera Columbus. Intended Beneficiaries: Activities will benefit audiences in the Columbus, Ohio, metropolitan area. Intended Outcome: Beneficiaries access arts activities and programming.",2023,3,20000,2023-01-01,2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
143,Opera Association of Central Ohio,aka Opera Columbus,Opera,Grants for Arts Projects,1888873-36-22,COLUMBUS,OH,43215-2613,"Purpose: To support 40 Days of Opera, a citywide programming series that will include performances of Verdi's Traviata and a concert performance of Leslie Savoy Burr’s Vanqui as part of Opera Columbus' 40th anniversary season. Additional Project Description: Project activities will also include the creation of a public mural celebrating opera, drive-in opera events combining opera and popular films, storytelling programs for children, and additional community engagement events in partnership with local organizations. Intended Beneficiaries: Activities will benefit audiences in the Columbus metropolitan area. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,3,20000,2022-01-01,2022-06-30,0.13223996787346612,0.0,0.0774763286114238,0.0,0.0747070791322336,0.0,0.0,1
144,Opera Association of Central Ohio,aka Opera Columbus,Opera,Grants for Arts Projects,1864059-36-21,COLUMBUS,OH,43215-2613,"To support Opera Columbus' new production of Puccini's La Bohème. The opera about early 19th-century bohemians in Paris will be staged in Columbus's modern-day ""bohemian"" artists space—a century-old former factory converted to a creative artists space. Performed in the round, with the orchestra on each side of the stage and the audience seated along the other two sides of the stage, a new chamber orchestration will be created for this production to reflect the nontraditional orchestra setup required by the space. There will be no set, but rather lighting will provide the main visual component, which will be a rock concert aesthetic, and performances in English will feature a new translation.",2021,3,20000,2021-03-01,2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
145,Opera Association of Central Ohio,aka Opera Columbus,Opera,Art Works,1846978-36-19,COLUMBUS,OH,43215-2613,"To support the world premiere performances of The Flood, a new chamber opera by Composer Korine Fujiwara and Librettist Stephen Wadsworth. A co-commission by Opera Columbus and ProMusica Chamber Orchestra, the opera tells the story of human connection through loss and shared tragedy, centered around the devastation of the Franklinton neighborhood in Columbus, Ohio, in the Great Flood of 1913. The premiere performances will be held at the Southern Theatre in Columbus, Ohio.",2019,3,20000,2019-01-01,2019-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
146,Opera Association of Central Ohio,aka Opera Columbus,Opera,Art Works,17-3600-7016,COLUMBUS,OH,43215-2613,"To support a professional development training collaboration between Opera Columbus and The Juilliard School. In its inaugural year, the collaboration will provide Juilliard's Artist Diploma in Opera Studies participants with employment, a support system, and an environment to try new repertoire, take artistic risks, and work on their craft. Participants will receive professional experience in a regional opera company as they will be engaged to make their professional debut in principal roles in Opera Columbus' mainstage productions. Artistic Director Peggy Kriha Dye will work with Juilliard Director of Opera Studies Stephen Wadsworth to determine principal roles suited for each student, who will be featured in new productions during the year.",2017,3,12000,2017-01-01,2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
147,Opera Association of Central Ohio,aka Opera Columbus,Opera,Access to Artistic Excellence,05-3600-7006,COLUMBUS,OH,43215-2613,"To support a production of ""The Threepenny Opera"" (1928) by Kurt Weill and Bertolt Brecht, accompanied by the Columbus Jazz Orchestra. Also planned are events designed to educate the public about the cultural, historical, and political context of the work.",2005,3,10000,2005-12-01,2006-02-28,0.0,0.0,0.0,0.0,0.13112740508731305,0.0,0.0,1
148,Opera Association of Central Ohio,aka Opera Columbus,Challenge America,Challenge America Positive Alternatives for Youth,02-7818-1324,COLUMBUS,OH,43215-2613,To support a partnership project of artist-led activities that provides positive alternatives for youth. The partnership with Columbus Symphony Orchestra and the Columbus Children's Choir will provide instruction in opera. Participants between the ages of eight and 18 will receive instruction and take part in activities both after-school and during summer camps.,2002,3,10000,2002-06-01,2003-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
149,Opera Association of Central Ohio,aka Opera Columbus,Opera,Arts Learning,00-3600-8025,COLUMBUS,OH,43215-2613,"To support the company's educational programs, with emphasis on longer-term residencies and the integration of opera programming into the classroom curriculum. The touring component of Opera/Columbus's education department will conduct as many as 200 educational events in churches, classrooms, community centers, and senior living-facilities during 2000-01.",2000,3,7500,2000-04-01,2001-06-30,0.0,0.0,0.11367803167508604,0.0,0.0,0.0,0.0,1
150,Opera Association of Central Ohio,aka Opera Columbus,Opera,Creativity / Presentation,99-3600-5009,COLUMBUS,OH,43215-2613,"To support artists' fees and related costs for the development and and world premiere of the opera ""Vanqui,"" composed by noted jazz musician Leslie Burrs with libretto by novelist John A. Williams. The project will include a workshop concert version in February followed by the premiere in the fall.",1999,3,25000,1998-11-01,1999-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
151,Opera Project Columbus Incorporated,,Opera,Grants for Arts Projects,1905433-36-23,Columbus,OH,43214-3600,"Purpose: To support a performance project featuring lost works by Black opera composers. Additional Project Description: A concert of lost operatic works by Black composers from the 20th century will be filmed and formatted for a 30-minute television broadcast on a local TV network affiliate. The creative team for the project, titled I, Too, Sing America, Part II, will include artistic administrator and pianist Ed Bak and Director of Community Affairs and Diversity Project Head Dr. Toni Smith. Intended Beneficiaries: The project will engage audiences of all ages, including school children in the greater Columbus metropolitan area. Intended Outcome: Beneficiaries access arts activities and programming.",2023,12,10000,2023-01-01,2023-12-31,0.0,0.0,0.07550372777044527,0.0,0.0,0.0,0.0,1
152,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Art Works,14-3100-7047,COLUMBUS,OH,43215-4037,To support the commissioning and performance of a new work for violin and chamber orchestra by composer David Fulmer. The premiere will feature guest artist Stefan Jackiw in performance with the orchestra at the historic Southern Theatre in Columbus.,2014,3,10000,2014-02-01,2014-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
153,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Art Works,13-3100-7054,COLUMBUS,OH,43215-4037,"To support the commissioning and performance of a new work for chamber orchestra and cello by composer Aaron Jay Kernis, including educational outreach activity. Featuring cellist Joshua Roman and music director Dr. Timothy Russell, the project will include open rehearsals for older adults, post-concert discussions with the composer, and a master class for local conservatory students.",2013,3,10000,2013-01-01,2013-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
154,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Art Works,12-3100-7014,COLUMBUS,OH,43215-4037,To support the commissioning and premiere performance of a new work for chamber music and two guitars by composer Clarice Assad. The premiere will feature guest artists The Assad Brothers (Sergio and Odair) in performance at the historic Southern Theatre in Columbus.,2012,3,10000,2012-01-01,2012-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
155,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Access to Artistic Excellence,09-3100-7148,COLUMBUS,OH,43215-4037,To support the commissioning and performance of a new work by composer and violinist Mark O'Connor with related outreach activities. The concerto for chamber orchestra and piano trio will be premiered with the Ahn Trio at the Southern Theatre in Columbus.,2009,3,10000,2009-01-01,2009-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
156,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Access to Artistic Excellence,07-3100-7195,COLUMBUS,OH,43215-4037,To support the commission and premiere of a concerto for chamber orchestra and string quartet by Lera Auerbach with related outreach activities. The premiere will feature the Borromeo String Quartet with the orchestra.,2007,3,10000,2007-06-01,2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
157,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Access to Artistic Excellence,06-3100-7056,COLUMBUS,OH,43215-4037,"To support a commission of a new double concerto by composer Gabriela Lena Frank for piano, violoncello, and chamber orchestra. Guest artists David Finckel and Wu Han will join the orchestra, under the direction of Music Director Timothy Russell, to premiere the work at the Southern Theatre in Columbus.",2006,3,10000,2006-06-01,2007-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
158,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Creativity / Presentation,03-3100-5081,COLUMBUS,OH,43215-4037,"To support the commission and world premiere of a new work by composer Michael Daugherty. The ProMusica Chamber Orchestra, under the direction of music director Timothy Russell, will premiere the work as part of its 25th-anniversary celebration at the Southern Theatre in Columbus.",2003,3,10000,2003-01-01,2004-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
159,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Creativity / Presentation,02-3100-5012,COLUMBUS,OH,43215-4037,"To support a commission and premiere of a new work by composer Peter Schickele. The ProMusica Chamber Orchestra will premiere the work, a clarinet concerto, at the Southern Theatre in Columbus, OH.",2002,3,5000,2002-01-01,2004-02-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
160,"ProMusica Chamber Orchestra of Columbus, Inc.",aka ProMusica Chamber Orchestra,Music,Creativity / Presentation,01-3100-5108,COLUMBUS,OH,43215-4037,"To support a commission of a new work by composer Oliver Lake. The World Saxophone Quartet and the ProMusica Chamber Orchestra will premiere the work in November 2001 at the Southern Theatre in Columbus, OH.",2001,3,5000,2001-01-01,2001-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
161,"ShadoArt Productions, Inc.",aka Shadowbox Live,Arts Engagement in American Communities,Challenge America: Arts Engagement in American Communities,1914046-59-22,Columbus,OH,43215-5662,"Purpose: To support sensory-friendly rehearsal performances for adults with intellectual and developmental disabilities. Additional Project Description: The shows will be full performance-quality dress rehearsals that are more sensory-friendly than the nightly shows. ShadoArt Productions will work with partners Goodwill Columbus, Franklin County Board of Developmental Disabilities, ARC Industries, and Best Buddies to reach individuals enrolled in programs for individuals with disabilities. Visitors will have the opportunity to attend rehearsals in a way that accommodates their needs and allows them to be part of the theater-going community. Intended Beneficiaries: The project will primarily benefit individuals with disabilities in Columbus, Ohio. Intended Outcome: Beneficiaries engage with the arts.",2022,15,10000,2022-10-01,2023-09-30,0.0,0.0,0.06668430482015239,0.0,0.0,0.0,0.0,1
162,"ShadoArt Productions, Inc.",aka Shadowbox Live,"Coronavirus Aid, Relief, and Economic Security (CARES) Act","Coronavirus Aid, Relief, and Economic Security (CARES) Act",1879796-95-20,Columbus,OH,43215-5662,To support personnel costs in response to the COVID-19 pandemic.,2020,15,50000,2020-07-01,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
163,"ShadoArt Productions, Inc.",aka Shadowbox Live,Arts Engagement in American Communities,Challenge America: Arts Engagement in American Communities,1860807-59-19,Columbus,OH,43215-5662,"To support sensory-friendly matinee performances for adults with intellectual and developmental disabilities. The shows will be open to the public, but are specifically designed to meet the needs of adults with disabilities. Visitors will have the opportunity to attend performances in a way that accommodates their needs and allows them to be part of theater-going community. The shows will include musicals, sketch-comedy, and rock-and-roll performances.",2019,15,10000,2019-11-01,2022-04-30,0.0,0.0,0.09371390968862213,0.0,0.09036427761067892,0.0,0.0,1
164,"ShadoArt Productions, Inc.",aka Shadowbox Live,Theater,Art Works,17-3200-7169,Columbus,OH,43215-5662,"To support the creation and production of ""Circle of Blood,"" a new multimedia theatrical work by Shadowbox Live. Created in collaboration with David Mack, author and illustrator of the ""Kabuki"" graphic novels, the production will combine kabuki makeup and masks, live action fight choreography, and original rock music to tell the story of a futuristic Japanese government operative known as Kabuki. The production will incorporate illustrations and images from the novels as scenic elements for the performance.",2017,15,10000,2017-06-01,2017-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165,"ShadoArt Productions, Inc.",aka Shadowbox Live,Theater,Art Works,15-3200-7230,Columbus,OH,43215-5662,"To support the creation of a modern production of ""Tenshu Monogatari"" by Shadowbox Live. The traditional Japanese Kabuki folktale will employ an original rock music score and incorporate highly physical, stylized movement with fight choreography, magic, and giant puppets. The production will be a collaboration with artist Hiromi Sakamoto and will feature modern Kabuki makeup styles designed by David Mack, author and illustrator of the ""Kabuki"" series of graphic novels. The project will provide a cross-cultural, multisensory experience for audiences, and will feature talkbacks with collaborators at several performances.",2015,15,20000,2015-06-01,2015-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
166,"Thurber House, Inc.",,Literary Arts,Art Works,12-5200-7123,COLUMBUS,OH,43215-3840,"To support a summer writing camp for children in grades two through eight and writing workshops for older children and adults. Participants can focus on one topic or genre over a six-week period, or take different workshops each week on such issues as character development and writing for television.",2012,3,15000,2012-06-01,2013-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
167,"Thurber House, Inc.",,Literary Arts,Access to Artistic Excellence,11-5200-7121,COLUMBUS,OH,43215-3840,"To support a summer writing camp for children in grades two through eight and writing workshops for older children and adults. Past winners of the Thurber Prize for American Humor include Ian Frazier, Christopher Buckley, David Sedaris, and Jon Stewart.",2011,3,15000,2011-06-01,2012-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
168,VSA arts of Ohio,aka Very Special Arts,Challenge America,Challenge America Fast-Track,10-7800-7104,Columbus,OH,43215-6108,"To support performances of ""Pierce to the Soul,"" produced by Contemporary American Theater Company and ""Nobody's Perfect,"" produced by the kennedy Center Theater for Young Audiences. Pre- and post-performance discussions will be offered after each presentation.",2010,3,10000,2010-03-01,2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
169,VSA arts of Ohio,aka Very Special Arts,Challenge America,Challenge America Fast-Track,08-7800-7040,Columbus,OH,43215-6108,"To support a tour of ""Go Dog. Go"" by the Phoenix Theatre for Children. During the performance, actors will engage the student audience by teaching basic sign language that relates to the narrative.",2008,3,10000,2008-01-01,2008-07-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
170,"Washuta, Elissa",,Literary Arts,Literature Fellowships: Creative Writing,1822159-52-18,Columbus,OH,43215-2024,"To support activities that contribute to your creative development and artistic growth and may include writing, research, and travel.",2018,15,25000,2018-01-01,2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
171,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Grants for Arts Projects,1906062-54-23,COLUMBUS,OH,43205-1405,"Purpose: To support the development and presentation of new work, with associated public programming. Additional Project Description: The Wex will commission and/or present projects by a diverse range of artists exploring climate change, environmental fragility, and planetary health. Media artist Hope Ginsburg will create Meditation Ocean, a video installation at the Wex highlighting the connections among art, marine life, and mindfulness. A.K. Burns' piece What is perverse is water will include a video installation and sculptural components focusing on water and economic, racial, and gender inequities. Theater group Ontroerend Goed will present their piece Are we not drawn onward to new erA, which explores the prospect of environmental apocalypse. Intended Beneficiaries: The project will benefit the participating artists and audiences in the Columbus, Ohio, area. Intended Outcome: Beneficiaries access arts activities and programming.",2023,3,10000,2023-01-01,2023-12-31,0.0,0.0,0.0,0.0,0.06338499666584042,0.0,0.0,1
172,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Grants for Arts Projects,1889445-54-22,COLUMBUS,OH,43205-1405,"Purpose: To support the development and presentation of new work, with associated public programming. Additional Project Description: Colombian-born, New York City-based interdisciplinary artist Carlos Motta will explore legacies of colonialism on BIPOC (Black, Indigenous, and People of Color) and LGBTQIA+ populations. Indigenous performance collective New Red Order will research Ohio's Indigenous history and weave it into an ongoing project and feature film, Never Settle. Dominican-American multidisciplinary artist Joiri Minaya will explore Caribbean identity and histories of imperialism that exist in today's tourist industry. Additionally, the artists will participate in engagement activities including public workshops and discussions. Activities will take place either in person or online. Intended Beneficiaries: The project will benefit the participating artists and audiences in the Columbus area. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,3,35000,2022-01-01,2023-06-30,0.0,0.0,0.0,0.0,0.12740495965273602,0.0,0.0,1
173,Wexner Center Foundation,aka Wexner Center for the Arts,Media Arts,Grants for Arts Projects,1894937-34-22,COLUMBUS,OH,43205-1405,"Purpose: To support artist residencies and production facilities at the Wexner Center's Film/Video Studio program. Additional Project Description: Local and visiting media artists will receive access to studio facilities and equipment, technical support, mentorship, and opportunities for public exhibition. Intended Beneficiaries: The program will serve participating artists, as well as general audiences in the greater Columbus, Ohio area. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation's cultural infrastructure.",2022,3,20000,2022-07-01,2023-06-30,0.0,0.0,0.0,0.0,0.10614151667046236,0.0,0.0,1
174,Wexner Center Foundation,aka Wexner Center for the Arts,American Rescue Plan,American Rescue Plan (ARP) Grants to Organizations,1902493-66-22,COLUMBUS,OH,43205-1405,"Purpose: To support personnel and marketing expenses in response to and recovery from the COVID-19 pandemic. Additional Project Description: The support will help the organization maintain operations during recovery from the devastating economic and health effects of the COVID-19 pandemic. Intended Beneficiaries: This assistance will benefit the organization’s constituency, such as arts workers, artists, and audiences. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,3,150000,2022-01-01,2023-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
175,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Grants for Arts Projects,1865587-54-21,COLUMBUS,OH,43205-1405,"To support the development and presentation of new work. Artists in disciplines including dance and multidisciplinary performance will create and present performances. Additionally, artists may participate in engagement activities including workshops and discussions. Activities will take place either in person or online.",2021,3,15000,2021-01-01,2022-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
176,Wexner Center Foundation,aka Wexner Center for the Arts,Media Arts,Grants for Arts Projects,1885317-34-21,COLUMBUS,OH,43205-1405,"To support artist residencies and production facilities for the Wexner Center’s Film/Video Studio program. Resident filmmakers and artists, both emerging and established, will receive support through access to production facilities, technical support, mentorship, curatorial consultation, and public presentations of their work while developing new projects.",2021,3,20000,2021-07-01,2022-06-30,0.0,0.0,0.0,0.0,0.1314263254160085,0.0,0.0,1
177,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Art Works,1848135-54-19,COLUMBUS,OH,43205-1405,"To support series of multidisciplinary events. The programming, focused on jazz and experimental African-American music, will be designed in collaboration with jazz composer and drummer Mark Lomax, and will include a performance by his ensemble with a local choir. This curated series will include the premiere of the multimedia music and video work Let the Rhythm Hit 'Em, by DJ Krate Digga, as well as chamber concert showcasing African-American composers with cellist Timothy Holley.",2019,3,15000,2019-01-01,2019-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178,Wexner Center Foundation,aka Wexner Center for the Arts,Media Arts,Art Works,1809268-34-18,COLUMBUS,OH,43205-1405,"To support artist residencies, facilities access, and development of a web portal for the Film/Video Studio program. Resident filmmakers will receive support through access to production facilities, technical equipment, and curatorial consultation while developing new projects. Filmmakers such as Bill Morrison and artists designated by Barbara Hammer also will participate in year-long residencies to create new works, and will present their projects in master classes for area students, public screenings, and artist discussions. In addition, the Wexner Center will develop an online platform that provides public access to more than 400 works of art created through the Film/Video Studio program.",2018,3,20000,2018-07-01,2019-06-30,0.0,0.0,0.0,0.0,0.15389706054240068,0.0,0.0,1
179,Wexner Center Foundation,aka Wexner Center for the Arts,Presenting & Multidisciplinary Works,Art Works,1809277-54-18,COLUMBUS,OH,43205-1405,"To support an exhibition of visual art by jazz pianist and composer Jason Moran and related activities. An exhibition of Moran's visual work, including installations and charcoal drawings, will be mounted at the Wexner. Related engagement activities will include in-gallery jazz concerts, lectures, and discussions.",2018,3,25000,2018-06-01,2019-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180,Wexner Center Foundation,aka Wexner Center for the Arts,Media Arts,Art Works,17-3400-7123,COLUMBUS,OH,43205-1405,"To support artist residencies and facilities access for the Film/Video Studio program. Filmmakers will receive support through access to production facilities, technical equipment, and curatorial consultation while developing new projects. Artists Penny Lane, Jennifer Reeder, and Kevin Jerome Everson will participate in year-long residencies to create new works with a focus on Ohio, and will present their projects in master classes for area students, public screenings, and filmmaker discussions.",2017,3,25000,2017-07-01,2018-06-30,0.0,0.0,0.0,0.0,0.09794299318365118,0.0,0.0,1
