,Organization Name,Popular Name,Discipline / Field,Category,Application Number,City,State,Zip,Project Description,Fiscal Year,Congressional District,Grant Amount,Grant From Date,Grant To Date,mural,sculpture,community,engagement,outdoor,public,communities,park,is_public_art
160,Art of the Matter Performance Foundation,aka Deborah Slater Dance Theater,Dance,Creativity / Presentation,01-3300-5091,San Francisco,CA,94110-4533,"To support the San Francisco Butoh Festival 2001. The Festival will present NIBROLL, a group based in Japan, and Katsura Kan, master Butoh artist from Thailand, and offer performances, workshops, master classes, and a symposia.",2001,12,5000,2001-06-01,2001-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
161,Art With Impact,,Media Arts,Art Works,16-3400-7061,SAN FRANCISCO,CA,94110-6212,"To support expansion of the Online Library for Interactive Video and Engagement (OLIVE). Devoted to growing a curated collection of short films that explore themes of mental health, expansion of the web portal will include resources and interactive features such as online discussions with filmmakers and free curriculum guides for use in schools. Select films are also used in workshops focused on media literacy and mental health awareness at high schools and colleges throughout California, with expansion planned to additional schools across the country.",2016,12,25000,2016-06-01,2017-05-31,0.0,0.0,0.0,0.10010479440014265,0.0,0.0,0.0,0.0,0
162,Asian American Theater Workshop Co.,aka AATC,Theater,Access to Artistic Excellence,07-3200-7001,San Francisco,CA,94107-2376,"To support the commissioning, development, and production of a new play by Philip Kan Gotanda with accompanying outreach activities. 4CD and #5 ANGRY RED DRUM will be developed and workshopped.",2007,11,10000,2007-01-01,2009-10-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
163,Asian American Theater Workshop Co.,aka AATC,Theater,Access to Artistic Excellence,06-3200-7177,San Francisco,CA,94107-2376,"To support the production of WALLS by playwright Jeannie Barroga and the MY WALLS Letter project. The play depicts stories of Vietnam soldiers as they prepare for the unveiling of Maya Lin's Vietnam War Memorial in Washington, DC.",2006,11,10000,2006-06-01,2006-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
164,Asian American Theater Workshop Co.,aka AATC,Theater,Access to Artistic Excellence,05-3200-7019,San Francisco,CA,94107-2376,"To support the ""NewWorks Incubator,"" a workshop program that will develop, produce, and electronically publish new plays about the Asian Pacific American experience. Under the oversight of playwright Philip Kan Gotanda, the program will combine a research and development model with a conservatory approach to create new plays.",2005,11,10000,2005-01-01,2005-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
165,Asian American Theater Workshop Co.,aka AATC,Theater,Creativity / Presentation,01-3200-5122,San Francisco,CA,94107-2376,To support a workshop led by Chay Yew. The script will focus on the history and lives of four Chinese women living in San Francisco from 1850 to 2000.,2001,11,9000,2000-12-01,2003-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
166,Asian American Theater Workshop Co.,aka AATC,Theater,Creativity / Presentation,99-3200-5057,San Francisco,CA,94107-2376,"To support the creation of an original theatrical work about Asian Pacific Islander American and Chicano/Latino issues and the intersection of the two communities. The work, tentatively entitled Party Like It's 1999, will engage writers and performers from four different theater groups to develop a collection of comedy skits, monologues, and musical numbers.",1999,11,16000,1999-02-01,2000-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.12720339952751697,0.0,1
167,Asian American Theater Workshop Co.,aka AATC,Theater,Creativity / Presentation,98-3200-5132,San Francisco,CA,94107-2376,"To support production costs for a new play written and directed by Philip Kan Gotanda entitled ""The Sisters Matsumoto"" to be produced in San Francisco and focusing on three sisters in Stockton, California in 1951 and how their lives are changed by their experience of internment during World War II. Philip Kan Gotanda's play, tentatively entitled ""The Sisters Matsumoto,"" will focus on the lives of three sisters in Stockton, CA in 1951 and how their lives are changed by their experience of internment during World War II. In writing this new work, Mr. Gotanda will draw upon his expertise as a playwright - developed over nearly twenty years of working in the professional theater, upon his personal experience as a descendent of former detainees, the oral histories of family and other detainees, and the existing body of research on the exclusion and detention of Japanese Americans during World War II. Asian American Theater Workshop has already received a grant from the Civil Liberties Public Education Fund to commission and develop the new play. During the script development phase, former detainees from the local community will be invited to attend the workshop reading and provide feedback. Arts Endowment funds will support production costs. It is planned that a majority of the participating artists will be direct descendants of interned Japanese Americans.",1998,11,25000,1998-03-01,1999-05-31,0.0,0.0,0.03558718638506292,0.0,0.0,0.034047760660217176,0.0,0.0,1
168,Asian American Women Artists Association,aka AAWAA,Visual Arts,Art Works,1808183-41-18,San Francisco,CA,94110-1497,"To support the Asian American Women Arts Resource Initiative. The online research resource will focus on the presentation and documention of contributions by Asian-American women in the arts. A redesigned and upgraded website will include expanded access to the digital catalogue of artists' work and the organization's archival collection of promotional materials, catalogues, photographs, videos, and audio recordings. The initiative will make selected collections available online to the public and provide a comprehensive history of Asian-American communities and cultures by celebrating the work of Asian-American women artists.",2018,12,25000,2018-06-01,2019-12-31,0.0,0.0,0.0,0.0,0.0,0.06747134379049044,0.09058798451564681,0.0,1
169,Asian American Women Artists Association,aka AAWAA,Challenge America,Challenge America,16-7800-7100,San Francisco,CA,94110-1497,"To support a multidisciplinary art exhibition inspired by the life and work of Japanese-American civil rights leader Yuri Kochiyama. The exhibition will feature invited and juror-selected emerging and established artists from around the country. Priority outreach will be focused on Asian- and Pacific Islander-American, African-American, and Latino communities, but the exhibition will be open to artists of all ethnicities and genders. Exhibition programming will include a panel discussion. The primary exhibition site will be SOMArts Culture Center in San Francisco, with a smaller satellite exhibition held in Oakland.",2016,12,10000,2016-03-01,2017-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.09036780087616016,0.0,1
170,Asian American Women Artists Association,aka AAWAA,Challenge America,Challenge America,11-7800-7093,San Francisco,CA,94110-1497,"To support ""A Place of Her Own,"" a multidisciplinary arts exhibition and accompanying programs featuring selected Asian American women artists. Artists will be selected by guest curators Rene Baldocchi, Director of Public Programs at the de Young Museum in San Francisco; Margo Machida, Assistant Professor of Art History and Asian American Studies at the University of Connecticut; and Inson Choy, independent curator and exhibition development consultant.",2011,12,10000,2011-01-01,2011-06-30,0.0,0.0,0.0,0.0,0.0,0.08185758547228693,0.0,0.0,1
171,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Grants for Arts Projects,1904567-44-23,San Francisco,CA,94102-4734,"Purpose: To support an exhibition that explores the connection between the visual arts and dance of the Indian cultural sphere. Additional Project Description: Featuring as many as 123 artworks from more than 20 museum and private collections, the exhibition will be augmented by film clips, historical photographs, and a variety of educational materials. The exhibition will highlight the importance of dance to the societies of South and Southeast Asia and the Himalayas. Intended Beneficiaries: The exhibition will serve students, teachers, and audiences, including those who self-identify as South or Southeast Asian or Himalayan. Intended Outcome: Beneficiaries access arts activities and programming.",2023,12,50000,2023-01-01,2023-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
172,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Grants for Arts Projects,1884635-44-21,San Francisco,CA,94102-4734,"To support an exhibition of Korean portraiture from the Joseon dynasty. The exhibition will feature portraits created during the Joseon kingdom which lasted five centuries and will include an exploration of the production process, including rare sets of draft examples alongside finished portraits, the social norms associated with portrait-making, and the historical significance of the officials pictured.",2021,12,38000,2021-06-01,2023-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
173,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Art Works,1862105-44-20,San Francisco,CA,94102-4734,To support general operating costs in response to the COVID-19 pandemic.,2020,12,20000,2020-07-01,2022-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
174,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Art Works,16-4400-7080,San Francisco,CA,94102-4734,"To support ""Emperors' Treasures: Chinese Art from the National Palace Museum, Taipei."" The exhibition will explore the roles of eight major rulers of the Song, Yuan, Ming, and Qing dynasties. Visitors will learn about China's history, artistic legacy, culture, and history through the presentation of more than 150 bronzes, jades, ceramics, paintings, calligraphies, and other curios, many shown in the U.S. for the first time. A bilingual media guide will enrich the displays with stories of the emperors' personal lives and the aesthetic sensibilities of their reigns. Extensive educational programs and public events are planned.",2016,12,50000,2016-06-01,2016-10-31,0.0,0.0,0.0,0.0,0.0,0.06163621439691979,0.0,0.0,1
175,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Art Works,12-4400-7011,San Francisco,CA,94102-4734,"To support an exhibition of Asian contemporary art, ""Phantoms of Asia,"" and an accompanying catalogue. Curated by the chief curator of the Mori Museum in Tokyo, the exhibition will examine the spiritual, religious, and cultural environments of Buddhism, Shinto, Confucianism, Taoism, Hinduism, and Islam, and how these environments coexist multi-dimensionally in Asia and abroad through magic, folklore rituals, oracles, and religious services.",2012,12,34000,2012-01-01,2012-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
176,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Access to Artistic Excellence,10-4400-7021,San Francisco,CA,94102-4734,"To support the touring exhibition Shanghai: 1850 to Present, with accompanying education programs. As Shanghai's sister city, San Francisco will present the exhibition to coincide with Shanghai's 2010 World Expo.",2010,12,60000,2010-01-01,2010-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
177,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Recovery Act,09-4488-7160,San Francisco,CA,94102-4734,To support the preservation of jobs that are threatened by declines in philanthropic and other support during the current economic downturn.,2009,12,50000,2009-07-01,2010-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
178,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Access to Artistic Excellence,09-4400-7022,San Francisco,CA,94102-4734,"To support the exhibition ""Samurai,"" with accompanying catalogue and education programs. Most of the objects selected for the exhibition have never before been seen outside of Japan.",2009,12,75000,2009-01-01,2009-09-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
179,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Access to Artistic Excellence,08-4400-7022,San Francisco,CA,94102-4734,"To support the touring exhibition ""Power and Glory: Court Arts of China's Ming Dynasty"" with accompanying catalogue and education programs. The exhibition will be the first major exhibition in the United States to focus on China's Ming court arts.",2008,12,75000,2008-01-01,2009-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
180,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Access to Artistic Excellence,07-4400-7020,San Francisco,CA,94102-4734,"To support the exhibition ""Princes, Palaces, and Passion: The Art of India's Mewar Kingdom,"" with accompanying catalogue and education programs. This will be the first exhibition outside of India to focus on the former princely state of Mewar.",2007,12,45000,2007-01-01,2007-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
181,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Access to Artistic Excellence,06-4400-7044,San Francisco,CA,94102-4734,"To support the exhibition THE ELEGANT GATHERING: THE YEH FAMILY COLLECTION, with accompanying catalogue and education programs. The exhibition of Chinese calligraphies and ink paintings, in the museum's permanent collection, will use the ancient tradition of ""yaji,"" or ""elegant gatherings,"" to explore the social, historical, and political contexts surrounding the collection.",2006,12,25000,2006-01-01,2006-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
182,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Creativity / Presentation,04-4400-5012,San Francisco,CA,94102-4734,"To support the touring exhibition THE KINGDOM OF SIAM: ART AND CULTURE OF CENTRAL THAILAND 1350-1800, with accompanying catalogue and educational programs. The exhibition will highlight the little known arts of the Thai kingdom of Ayutthaya, and will provide American audiences with their first opportunity in 25 years to see classical art from Thailand.",2004,12,45000,2004-01-01,2005-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
183,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Creativity / Presentation,03-4400-5028,San Francisco,CA,94102-4734,"To support the exhibition ARTS OF THE GORYEO DYNASTY, with accompanying catalogue and education programs.",2003,12,75000,2003-01-01,2003-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
184,Asian Art Museum Foundation of San Francisco,aka Asian Art Museum,Museums,Heritage / Preservation,99-4400-6122,San Francisco,CA,94102-4734,To support conservation of lacquer decorative art objects. An additional goal of the project is to help establish professional standards for the treatment of lacquer objects.,1999,12,10000,2000-01-01,2002-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
185,Asian Improv aRts,,Dance,Art Works,1861947-33-20,San Francisco,CA,94104-1265,"To support staff salaries and artistic fees for the rehearsal period of a new site-responsive, multimedia dance project by Lenora Lee Dance. The performance will take place on Alcatraz in San Francisco Bay, and will focus on incarceration, detention, reconciliation, and justice. Audiences will travel through Alcatraz by following the dancers in an interactive performance.",2020,12,15000,2020-06-01,2021-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
186,Asian Improv aRts,,Presenting & Multidisciplinary Works,Access to Artistic Excellence,08-5400-7160,San Francisco,CA,94104-1265,"To support the creation and presentation of composer/performer Dohee Lee's ""The I-ching Project: Flux--Passages of Change."" The work will incorporate a unique combination of improvisational brass, string, percussive sounds, film, lights, and movement.",2008,12,20000,2008-06-01,2009-01-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
187,Asian Improv aRts,,Folk & Traditional Arts,Access to Artistic Excellence,06-5500-7069,San Francisco,CA,94104-1265,"To support the creation and presentation of a new work incorporting Odori (dance), Taiko (drums), and shinobue (Japanese flute). The project will culminate with an 11th Anniversary Concert.",2006,12,7500,2006-07-01,2007-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
188,Asian Improv aRts,,Music,Access to Artistic Excellence,06-3100-7195,San Francisco,CA,94104-1265,"To support the commissioning, development, and presentation of a new work by composer Francis Wong and librettist Genny Lim. Shanghai 1948: George and Noela's Story (working title) will be scored for jazz ensemble and two vocalists.",2006,12,10000,2006-06-01,2007-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
189,Asian Improv aRts,,Arts Education,Arts Learning,04-5100-8218,San Francisco,CA,94104-1265,"To support Talking Roots Arts Collective. Through artist-in-residence programs, the project will offer after-school classes in poetry, theater, and dance for Asian and Pacific Islander youths, ages 12 to 18, in Central and East Oakland.",2004,12,25000,2004-06-01,2005-05-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
190,Asian Improv aRts,,Multidisciplinary*,Challenge America,04-7000-1099,San Francisco,CA,94104-1265,To support the fifth annual Asian Pacific American Arts and Heritage Festival. The multidisciplinary and multi-venue festival is a consortium effort with the Japanese Cultural and Community Center of Northern California.,2004,12,10000,2005-01-01,2005-05-31,0.0,0.0,0.15029282145046896,0.0,0.0,0.0,0.0,0.0,1
191,Asian Improv aRts,,Multidisciplinary*,Creativity / Presentation,01-7000-5035,San Francisco,CA,94104-1265,To support the consortium project Day of Remembrance. This annual cultural arts and education presentation is organized in rememberance of the World War II incarceration of Japanese American and Japanese Peruvian civilians.,2001,12,5000,2001-01-01,2001-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
192,Asian Pacific Islander Cultural Center,aka APICC,Presenting & Multidisciplinary Works,Grants for Arts Projects,1866020-54-21,SAN FRANCISCO,CA,94103-4906,"To support a series of residencies, performances, workshops, and an exhibition. APICC will partner with Bindlestiff Studio and the Chinatown Community Development Corporation to provide artists in residence with space at sites in San Francisco's Chinatown and South of Market Area neighborhoods, as well as technical, marketing, and event production support. Programming will be offered virtually as necessary.",2021,12,35000,2021-01-01,2021-12-31,0.0,0.0,0.10136232594392883,0.0,0.0,0.0,0.0,0.0,1
193,Asian Pacific Islander Cultural Center,aka APICC,Challenge America,Challenge America,1860760-78-20,SAN FRANCISCO,CA,94103-4906,"To support the United States of Asian America Festival, a multidisciplinary arts festival celebrating Asian and Pacific Islander American culture. Guest artists composer and pianist Jon Jang and visual artist Sami See will present new work at the festival, serve as jurors to select festival performers, and provide mentorship for festival artists. Activities may be presented virtually.",2020,12,10000,2020-01-01,2021-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
194,Asian Pacific Islander Cultural Center,aka APICC,Presenting & Multidisciplinary Works,Art Works,1855423-54-19,SAN FRANCISCO,CA,94103-4906,"To support a a multisensory dance performance and community-centered ceremonial process focusing on collective Pilipino cultural survival, healing and spiritual reclamation. Throughout the residency, Lead artist Alleluia Panis, the Asian Pacific Islander Cultural Center, artists and community members will reflect on the impact of colonial trauma through dancing, singing, telling stories, and public performance rituals drawn from indigenous Filipino practices and reimagined for a contemporary diasporic setting.",2019,12,10000,2019-06-01,2020-06-30,0.0,0.0,0.15271787335350342,0.0,0.0,0.07305581205852123,0.0,0.0,1
195,Asian Pacific Islander Cultural Center,aka APICC,Media Arts,Art Works,16-3400-7141,SAN FRANCISCO,CA,94103-4906,"To support the production and exhibition of short films for Cinematic SF. The film series will highlight the daily experiences and untold stories of San Francisco's underserved communities. Selected media artists will create films in local San Francisco neighborhoods covering topics such as displacement, gentrification, cross-cultural understanding, and historic preservation. Once completed, the films will be screened at local community organizations, accompanied by panel discussions, and made available to view online.",2016,12,25000,2016-06-01,2017-05-31,0.0,0.0,0.08706695354613679,0.0,0.0,0.0,0.11184059958116829,0.0,1
196,Asian Pacific Islander Cultural Center,aka APICC,Challenge America,Challenge America Fast-Track,10-7800-7165,SAN FRANCISCO,CA,94103-4906,"To support the development and production of marketing materials promoting Asian American and Pacific Islander American cultural organizations. Organizations such as Asian Improv aRts, Kearney Street Workshop, and the Chinese Cultural Center will benefit from the collaborative marketing project that will focus on the Bay Area Asian and Pacific Islander community.",2010,12,10000,2010-01-01,2010-07-31,0.0,0.0,0.09267073642498631,0.0,0.0,0.0,0.0,0.0,1
197,Asian Pacific Islander Cultural Center,aka APICC,Challenge America,Challenge America Fast-Track,08-7800-7001,SAN FRANCISCO,CA,94103-4906,"To support a retrospective exhibition of Flo Oy Wong, a mixed media artist. The exhibition will be part of the Annual United States of Asian America Festival at the SomArts Cultural Center in San Francisco.",2008,12,10000,2008-01-01,2008-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
198,Asian Pacific Islander Cultural Center,aka APICC,Challenge America,Challenge America Fast-Track,07-7800-7059,SAN FRANCISCO,CA,94103-4906,To support the 10th annual United States of Asian America Festival. The festival will present arts programs featuring contemporary Asian American artists and arts organizations at various San Francisco venues.,2007,12,10000,2007-01-01,2007-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
199,Asian Pacific Islander Cultural Center,aka APICC,Challenge America,Challenge America Fast-Track,06-7800-7121,SAN FRANCISCO,CA,94103-4906,"To support the 9th annual United States of Asian America festival. Now in its ninth year, this multidisciplinary festival takes place in numerous San Francisco venues including the South of Market Cultural Center.",2006,12,10000,2006-01-01,2006-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
200,Asian Pacific Islander Cultural Center,aka APICC,Challenge America,Challenge America Fast-Track,05-7800-7122,SAN FRANCISCO,CA,94103-4906,"To support the eighth annual United States of Asian American Festival. Asian American artists will present traditional and contemporary events in various artistic disciplines, including a Hawaiian music and dance performance and films by South Asian Muslim filmmakers.",2005,12,10000,2005-01-01,2005-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
201,Au Co Vietnamese Cultural Center,,American Rescue Plan,American Rescue Plan (ARP) Grants to Organizations,1899531-66-22,SAN FRANCISCO,CA,94134-1469,"Purpose: To support personnel, facilities and marketing expenses in response to and recovery from the COVID-19 pandemic. Additional Project Description: The support will help the organization maintain operations during recovery from the devastating economic and health effects of the COVID-19 pandemic. Intended Beneficiaries: This assistance will benefit the organization’s constituency, such as arts workers, artists, and audiences. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,12,100000,2022-01-01,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
202,Audium Incorporated,,Media Arts,Grants for Arts Projects,1893930-34-22,SAN FRANCISCO,CA,94109-5308,"Purpose: To support the creation and exhibition of new works through a residency program for immersive sound artists in the San Francisco Bay Area. Additional Project Description: Founded by artists Stan Shaff and Doug McEachern in the early 1960s, Audium is one of the first art spaces dedicated to the exploration of spatial sound composition and performance. Participating artists will receive stipends to compose and publicly perform new site-specific works for Audium's facilities. Intended Beneficiaries: The project will benefit sound artists and composers in the San Francisco Bay Area, as well as general audiences attending the public performances. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation's cultural infrastructure.",2022,12,15000,2022-06-01,2023-04-30,0.0,0.0,0.0,0.0,0.0,0.06502427850559436,0.0,0.0,1
203,Audium Incorporated,,Media Arts,Grants for Arts Projects,1882779-34-21,SAN FRANCISCO,CA,94109-5308,"To support the creation and exhibition of new works through a residency program for immersive sound artists in the San Francisco Bay Area. Founded by artists Stan Shaff and Doug McEachern in the early 1960s, Audium is one of the first art spaces dedicated to the exploration of spatial sound composition and performance. Participating artists will receive stipends to compose and publicly perform new site-specific works for Audium's facilities, which consists of 176 speakers and a fully customizable audio mixing board and lighting system.",2021,12,15000,2021-06-01,2022-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
204,Aunt Lute Foundation,aka Aunt Lute Books,American Rescue Plan,American Rescue Plan (ARP) Grants to Organizations,1899105-66-22,SAN FRANCISCO,CA,94110-2142,"Purpose: To support personnel expenses in response to and recovery from the COVID-19 pandemic. Additional Project Description: The support will help the organization maintain operations during recovery from the devastating economic and health effects of the COVID-19 pandemic. Intended Beneficiaries: This assistance will benefit the organization’s constituency, such as arts workers, artists, and audiences. Intended Outcome: Artistic activities and traditions are supported to strengthen the nation’s cultural infrastructure.",2022,12,50000,2022-01-01,2023-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
205,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Art Works,17-5200-7171,SAN FRANCISCO,CA,94110-2142,"To support literary programming in cities across the country. Contributors to and editors of the poetry and prose anthology ""Imaniman"" will give free readings and workshops in Latino and Chicano communities in such cities as Austin, Los Angeles, San Antonio, San Francisco, and Washington, D.C. Published by Aunt Lute Books, the anthology explores the work of writer Gloria Anzaldua. Local partner organizations will conduct outreach to promote activities to community members.",2017,12,10000,2017-06-01,2019-05-31,0.0,0.0,0.07919861882282275,0.0,0.0,0.0,0.10173344368195038,0.0,1
206,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Art Works,15-5200-7069,SAN FRANCISCO,CA,94110-2142,"To support the publication and promotion of ""Good Girls Marry Doctors."" The project is an anthology of essays by second generation South Asian women authors on such topics as identity, sexuality, class, and generational conflicts. The essays will focus on cultural pressures felt by daughters of South Asian descent. Aunt Lute will maintain an online community forum and present panel discussions around the country to futher explore issues raised in the anthology.",2015,12,10000,2015-01-01,2016-12-31,0.0,0.0,0.07224386691195746,0.0,0.0,0.0,0.0,0.0,1
207,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Art Works,13-5200-7077,SAN FRANCISCO,CA,94110-2142,"To support the publication and promotion of print and electronic books by American Indian and Chicana authors. The press will promote the books through social media, touring authors in pairs, reviving partnerships with local community organizers, and maintaining proactive blogs on the press's Web site with suggested writing projects and other incentives.",2013,12,10000,2013-01-01,2014-12-31,0.0,0.0,0.08599452845472216,0.0,0.0,0.0,0.0,0.0,1
208,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Recovery Act,09-5288-7190,SAN FRANCISCO,CA,94110-2142,To support the preservation of jobs that are threatened by declines in philanthropic and other support during the current economic downturn.,2009,12,25000,2009-07-01,2010-06-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
209,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Access to Artistic Excellence,08-5200-7024,SAN FRANCISCO,CA,94110-2142,"To support the publication and promotion of ""Beautiful and Dark"" by Spanish author Rosa Montero.",2008,12,17500,2008-01-01,2009-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
210,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Access to Artistic Excellence,07-5200-7038,SAN FRANCISCO,CA,94110-2142,To support the publication and promotion of a new work of multicultural fiction by a woman writer. The press will tour the author to diverse communities across the country.,2007,12,15000,2007-01-01,2008-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.21382383489812315,0.0,1
211,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Creativity / Presentation,04-5200-5054,SAN FRANCISCO,CA,94110-2142,To support the publication and promotion of MIKO KINGS by Choctaw author LeAnne Howe. Ms. Howe will go on an extensive eight-city tour coinciding with the broadcast of her one-hour special on the Choctaw nation on public television.,2004,12,20000,2004-01-01,2006-12-31,0.0,0.0,0.0,0.0,0.0,0.085432374269656,0.0,0.0,1
212,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Creativity / Presentation,03-5200-5051,SAN FRANCISCO,CA,94110-2142,To support the publication of an anthology of twentieth century U.S. women writers.,2003,12,15000,2003-01-01,2004-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
213,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Creativity / Presentation,02-5200-5029,SAN FRANCISCO,CA,94110-2142,"To support publication and promotion of FAR AND BEYON', a novel by Unity Dow of Botswana.",2002,12,15000,2002-01-01,2002-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
214,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Creativity / Presentation,01-5200-5018,SAN FRANCISCO,CA,94110-2142,"To support publication and related costs for a new series of books by Native American women. Aunt Lute Books will tour its featured author to areas of the country with large Native American populations, including Washington, California, Montana, Minnesota, and parts of the South and Southwest.",2001,12,35000,2001-01-01,2001-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
215,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Creativity / Presentation,00-5200-5059,SAN FRANCISCO,CA,94110-2142,"To support publication and related costs for an anthology of writings by women. Aunt Lute will publish Babaylan, Fiction and Poetry by Filipina and Filipina American Women.",2000,12,25000,1999-12-01,2000-11-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
216,Aunt Lute Foundation,aka Aunt Lute Books,Literary Arts,Creativity / Presentation,98-5200-5072,SAN FRANCISCO,CA,94110-2142,"To support the publication and national distribution of two books in Aunt Lute's Translation Series: the first novel of Chinese writer Yan Jeling, and Cuban writer Mirta Yanez's HAVANA IS A VERY BIG CITY; with associated multi-city national reading tours. PROJECT DESCRIPTION: Mirta Y ez's volume of short stories, Havana Is A Very Big City, chronicles women's lives in contemporary Cuba. Previous translations from the press include I Remember, an anthology of memoirs by women refuges from the former Yugoslavia, and Reclaiming Medusa, a volume of short stories by Puerto Rican authors. Founded in 1982, Aunt Lute publishes books concerning contemporary issues for women and people of color.",1998,12,40000,1998-05-01,1999-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
217,Bailes Flamencos,,Dance,Creativity / Presentation,01-3300-5097,San Francisco,CA,94127-1728,"To support creation and presentation of a new work. The work will be based on Carmen Amaya, the woman who incorporated virtuoso footwork that was previously only in the male domain.",2001,11,5000,2001-01-01,2001-08-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
218,Bailes Flamencos,,Dance,Creativity / Presentation,99-3300-5044,San Francisco,CA,94127-1728,To support the creation and presentation of a flamenco dance piece influenced by ballet. Artistic Director Rosa Montoya and choreographer Carlos Carvajal will create a piece to Maurice Ravel's Rapsodie Espagnole.,1999,11,5000,1998-11-01,2000-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
